,index,Тип объекта,Площадь участка,Площадь общая,Площадь жилая,Уровней в доме,Год постройки,Процент готовности,Материал стен,Материал крыши,Отопление,Канализация,Электроснабжение,Вода,Телефон,Условия продажи,Номер договора,Область,Район,Населенный пункт,Номер дома,Сельсовет,Координаты,Цена,Площадь кухни,Газ,Баня,Гараж,Статус земли,Сад,Хозпостройки,Возможен торг,Рядом лес,Водоем,Ландшафтный дизайн,Улица,Ширина застройки,Длина застройки,Теплица,Мебель,Направление,Ремонт,Камин,Строительные материалы,Район города,Беседка,Микрорайон,Новостройка,Бассейн,Элитный коттедж,Пруд на участке,Аукцион
0,3057193,['Дача'],"['6.3', 'соток']","['15', 'м²']","['15', 'м²']",['1'],['2015'],['100'],['Дерево'],,['Нет'],['Нет'],['Есть'],['Холодная'],,"['Чистая', 'продажа']","['1658/2', 'от', '31.05.2023']","['Минская', 'область']","['Узденский', 'район']","['с/т', 'Верас-Калибр']",,"['Дещенский', 'с/с']","['53.503185,', '27.48851']",13 997 р.,,['Нет'],,,['Частная'],,,,,,,,,,,,"['Слуцкое,', '40', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3171939,['Дача'],"['5.25', 'соток']",,,,,,,,,,,,,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Оршанский', 'район']","['г.', 'Орша']",,,"['54.510741,', '30.429586']",11 392 500 р.,,,,,['Другое'],,,,,,,"['Урожайный', 'пер.']",,,,,,,,,,,,,,,,
0,2275089,['Дача'],"['10.16', 'соток']","['29.7', 'м²']",,['1'],['1999'],,['Дерево'],['Шифер'],,,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['2996/1', 'от', '17.11.2018']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Песчаное', '-', '2008']",,,"['52.061854,', '23.786626']",71 610 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3185265,['Дача'],"['5', 'соток']","['50', 'м²']","['50', 'м²']",['3'],['2000'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Нет'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['2460/3', 'от', '02.11.2023']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'ЗЕЛЁНАЯ', 'ДУБРАВУШКА']",,,"['54.105458,', '27.15058']",22 785 р.,,['Нет'],,['Есть'],['Частная'],,,,1.0,1.0,1.0,,,,,,"['Молодечненское,', '40', 'км', 'от', 'МКАД']","['Не', 'достроен,', 'отделка', 'деревом']",['Да'],1.0,,,,,,,,
0,3195439,['Дача'],"['5', 'соток']","['39.6', 'м²']","['25.3', 'м²']",['2'],['1989'],['100'],['Кирпичный'],,['Печное'],,['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['461/1', 'от', '16.01.2024']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Труд', 'МЗАЛ']",,"['Блужский', 'с/с']","['53.421104,', '28.214852']",30 923 р.,"['14', 'м²']",,,,['Частная'],1.0,1.0,,1.0,1.0,1.0,,,,1.0,['Есть'],,,,,,,,,,,,
0,3035202,['Дача'],"['6', 'соток']",,,,['2006'],['100'],['Кирпичный'],['Шифер'],,,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Брестская', 'область']","['Ганцевичский', 'район']","['аг.', 'Люсино']",,"['Люсинский', 'с/с']","['52.627858,', '26.510856']",19 530 р.,,,,,"['Пожизненноe', 'наследуемое', 'владение']",1.0,1.0,['Да'],1.0,1.0,1.0,,,,1.0,['Есть'],,,['Да'],,,,,,,,1.0,
0,3291728,['Дача'],"['10', 'соток']","['20', 'м²']",,['1'],,,,,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['431/1', 'от', '26.03.2024']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'НАДЗЕЯ-2000']",,"['Красненский', 'с/с']","['54.214299,', '27.085149']",16 275 р.,,,,,['Частная'],,,,1.0,1.0,1.0,,"['3', 'м']","['4', 'м']",,,"['Молодечненское,', '45.8', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2804539,['Дача'],"['4', 'сотки']","['25', 'м²']",,['1'],['1995'],,['Сборно-щитовой'],['Шифер'],['Печное'],,['Есть'],['Колодец'],,['Обмен'],"['1889/1', 'от', '22.06.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Приозерное']",,,"['52.077848,', '23.78877']",23 762 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,2275061,['Дача'],"['5.94', 'соток']","['56', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Шифер'],,,['Есть'],['Скважина'],,['Обмен'],"['911/1', 'от', '20.04.2018']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Солнечное']",,,"['52.001251,', '23.719265']",65 100 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3031070,['Дача'],"['10.29', 'соток']","['36', 'м²']","['36', 'м²']",['1'],['2020'],['100'],['Сруб'],['Металло-черепица'],['Электрическое'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']","['854/3', 'от', '29.04.2023']","['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Зорка']",,,"['53.551939,', '27.908635']",37 433 р.,,['Нет'],,,"['Пожизненноe', 'наследуемое', 'владение']",,,,,,1.0,,,,,,"['Пуховичское,', '48', 'км', 'от', 'МКАД']",,,,,1.0,,,,,,
0,3151700,['Дача'],"['8', 'соток']",,,,,,,,['Нет'],['Нет'],['Нет'],['Нет'],,"['Чистая', 'продажа']",,"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Холмистое']",,"['Сопоцкинский', 'поселковый', 'Совет']","['53.768547,', '23.771061']",,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3295329,['Дача'],"['6.01', 'соток']",,,,,,,,,,['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Узденский', 'район']","['с/т', 'Уютная', 'поляна']",['16'],"['Дещенский', 'с/с']","['53.510487,', '27.508247']",6 185 р.,,,,,['Частная'],,1.0,['Да'],1.0,1.0,1.0,,,,,,"['Слуцкое,', '41', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2274995,['Дача'],"['6.33', 'соток']","['148', 'м²']","['96.4', 'м²']",['1'],,,"['Блок', 'газосиликатный']",['Шифер'],['Нет'],['Нет'],['Рядом'],['Скважина'],,"['Чистая', 'продажа']","['1176/1', 'от', '17.06.2016']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Армеец-2']",,,"['52.073128,', '23.820656']",78 120 р.,"['14.1', 'м²']",['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3269758,['Дача'],"['9.7', 'соток']",,,['2'],,['100'],"['Белый', 'кирпич']",['Шифер'],['Нет'],"['С/у', 'на', 'улице']",,"['Рядом', 'колодец']",,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Рогачевский', 'район']","['с/т', 'Оптик']",['212'],"['Старосельский', 'с/с']","['53.206731,', '30.082764']",7 161 р.,,['Есть'],,,['Частная'],,1.0,,1.0,1.0,1.0,['Тенистая'],,,1.0,,,,['Да'],,,1.0,,,,,,
0,3298994,['Дача'],"['6', 'соток']","['63.3', 'м²']","['40', 'м²']",['2'],['1990'],['100'],['Дерево'],['Шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,,"['398/4', 'от', '13.09.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Белстандарт']",,"['Заболотский', 'с/с']","['54.003585,', '27.987884']",58 265 р.,"['6.3', 'м²']",,,,,,1.0,,,1.0,1.0,,,,1.0,,"['Московское,', '29', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3096896,['Дача'],"['6.93', 'соток']","['85', 'м²']","['33', 'м²']",['2'],['2008'],['100'],,['Шифер'],['Нет'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['43/3', 'от', '26.07.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Сорочье', 'поле']",,"['Усяжский', 'с/с']","['54.094101,', '28.042942']",41 990 р.,"['7.9', 'м²']",,,,['Другое'],,1.0,,,,1.0,,,,,['Есть'],"['Московское,', '38', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3142217,['Дача'],"['5.34', 'соток']","['24.2', 'м²']","['19', 'м²']",,,,"['Брус', 'профилированный']",['Шифер'],['Паровое'],,,['Скважина'],,"['Чистая', 'продажа']","['№', '167/2', 'от', '31.08.2023']","['Могилевская', 'область']","['Бобруйский', 'район']","['с/т', 'Дубрава']",,"['Сычковский', 'с/с']","['53.261184,', '29.086012']",17 903 р.,"['7.99', 'м²']",,,['Есть'],"['Пожизненноe', 'наследуемое', 'владение']",,,,,,1.0,,,,,,,,,,,,,,,,,
0,3159029,['Дача'],"['4.1', 'сотки']","['83.2', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Шифер'],"['На', 'газу']",['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['3148/1', 'от', '05.10.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Дружба']",,,"['52.065339,', '23.808683']",144 848 р.,,['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3202298,['Дача'],"['4.68', 'соток']","['23.1', 'м²']","['17.4', 'м²']",['1'],['2002'],,"['Дерево,', 'обложено', 'кирпичом']",,['Паровое'],"['С/у', 'на', 'улице']",['Есть'],,,"['Чистая', 'продажа']","['559/1', 'от', '29.11.2023']","['Гомельская', 'область']","['Речицкий', 'район']","['аг.', 'Глыбов']",,,"['52.486825,', '30.259627']",12 369 р.,,['Нет'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,2159106,['Дача'],"['6', 'соток']",,,,,,['Кирпичный'],,['Печное'],,,['Скважина'],,,"['104/2', 'от', '16.03.2021']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Цветотрон']",,"['Радваничский', 'с/с']","['51.987481,', '24.005597']",24 413 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3297592,['Дача'],"['6.49', 'соток']","['128', 'м²']","['65.5', 'м²']",['1'],['2024'],['100'],"['Блок', 'газосиликатный']",['Черепица'],,['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['763/2', 'от', '03.04.2024']","['Минская', 'область']","['Узденский', 'район']","['с/т', 'Дубрава']",,"['Дещенский', 'с/с']","['53.545616,', '27.381171']",146 475 р.,"['35.04', 'м²']",['Нет'],,,['Частная'],,,['Да'],,,,,"['10', 'м']","['12', 'м']",,,"['Слуцкое,', '41', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,2994865,['Дача'],"['4.5', 'соток']","['52', 'м²']","['40', 'м²']",['3'],['2000'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['528/3', 'от', '17.03.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Лесное']",,,"['54.08173,', '27.168216']",65 067 р.,"['5', 'м²']",['Нет'],['Есть'],,['Частная'],1.0,1.0,,1.0,,,,,,,['Есть'],"['Молодечненское,', '35', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,,,,,,,
0,2918851,['Дача'],"['5.9', 'соток']","['71.5', 'м²']","['25', 'м²']",['2'],['2008'],['100'],['Блочный'],['Металло-черепица'],['Печное'],['Местная'],['Есть'],['Колодец'],,"['Чистая', 'продажа']","['2154/1', 'от', '05.12.2022']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Ручьи']",,"['Горанский', 'с/с']","['53.932707,', '27.134691']",122 063 р.,"['11.9', 'м²']",['Нет'],['Есть'],,['Частная'],,1.0,,1.0,1.0,,,"['8.7', 'м']","['7.1', 'м']",1.0,['Есть'],"['Раковское,', '22', 'км', 'от', 'МКАД']",['Евроотделка'],,,,,,,,,,
0,3111438,['Дача'],"['8.39', 'соток']","['86.8', 'м²']","['81.1', 'м²']",['2'],['2023'],,"['Блок', 'газосиликатный']",['Евро-шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['1413/3', 'от', '29.06.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Веснянка-2']",,,"['54.094523,', '27.694827']",105 788 р.,,['Нет'],,,['Частная'],1.0,1.0,,1.0,,,,,,1.0,,"['Логойское,', '19', 'км', 'от', 'МКАД']","['Не', 'достроен']",,,,,,,,,,
0,3080077,['Дача'],"['30', 'соток']",,,,,['100'],,,['Печное'],,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Солигорский', 'район']","['п.', 'Чижовка']",['11'],"['Чижевичский', 'с/с']","['52.809073,', '27.490577']",113 925 р.,,,,['Есть'],['Частная'],1.0,1.0,,,,,"['Центральная', 'ул.']",,,,,,,,,,,,,,,,
0,2902294,['Дача'],"['28', 'соток']",,,,,,,,,,['Есть'],['Холодная'],,"['Чистая', 'продажа']",,"['Могилевская', 'область']","['Осиповичский', 'район']","['д.', 'Верейцы']",,"['Вязьевский', 'с/с']","['53.381351,', '28.62556']",58 590 р.,,,,,['Частная'],,,['Да'],1.0,1.0,1.0,,,,,,,,,,,,,,,,,
0,3282172,['Дача'],"['10.2', 'соток']","['54', 'м²']","['41.5', 'м²']",['2'],['1996'],['100'],"['Белый', 'кирпич']",['Металло-черепица'],['Печное'],['Есть'],['220В'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Логойский', 'район']","['с/т', 'ВЕРЯГИ']",['191'],"['Логойский', 'с/с']","['54.171318,', '27.795504']",218 085 р.,"['11.4', 'м²']",['Рядом'],['Есть'],,['Частная'],1.0,,,1.0,1.0,1.0,,"['6.38', 'м']","['8.47', 'м']",,['Есть'],"['Логойское,', '33', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],,,1.0,,,1.0,,,
0,3290033,['Дача'],"['9.09', 'соток']","['30.9', 'м²']","['25', 'м²']",['1'],['1995'],['100'],"['Блок', 'газосиликатный']",['Шифер'],['Нет'],"['С/у', 'на', 'улице']",['220В'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['аг.', 'Бобовичи']",,"['Бобовичский', 'с/с']","['52.338719,', '30.922994']",32 550 р.,"['4.7', 'м²']",['Нет'],,,['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,,"['5.61', 'м']","['6.9', 'м']",1.0,['Есть'],,"['Отделка', 'деревом']",,,,,,,,,,
0,3248957,['Дача'],"['5', 'соток']","['75.3', 'м²']",,['2'],['2019'],['100'],['Дерево'],['Ондулин'],['Электрическое'],['Есть'],['220В'],['Сезонная'],,,"['197/2', 'от', '01.02.2024']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Нейтрон']",,"['Драчковский', 'с/с']","['53.86012,', '27.895308']",89 513 р.,,,,,['Частная'],,,,,,,,"['9.01', 'м']","['5.87', 'м']",,,"['Могилёвское,', '22', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3231897,['Дача'],"['5', 'соток']","['70', 'м²']","['40', 'м²']",,['2022'],['100'],"['Белый', 'кирпич']",['Шифер'],['Печное'],['Есть'],['220В'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['с/т', 'Ясная', 'поляна']",,"['Терешковичский', 'с/с']","['52.302999,', '30.949117']",146 475 р.,"['7', 'м²']",['Нет'],['Есть'],,['Частная'],,1.0,,1.0,1.0,1.0,,,,,['Есть'],,,['Да'],,,,,,,,,
0,3101454,['Дача'],"['10', 'соток']",,,,,,,,['Печное'],['Нет'],['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Солигорский', 'район']","['с/т', 'Вазовец-24']",['9'],"['Старобинский', 'с/с']","['52.681622,', '27.415353']",,,['Нет'],,['Есть'],['Частная'],,,,,,,,,,,,,,,,,1.0,,,,,,
0,3206099,['Дача'],"['13', 'соток']","['100', 'м²']","['100', 'м²']",['1'],['2022'],['90'],"['Каркасный', 'деревянный']",['Металл'],"['Альтернативные', 'источники']",['Есть'],['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Борисовский', 'район']","['д.', 'Тарасовка']",,"['Неманицкий', 'с/с']","['54.284705,', '28.545181']",104 160 р.,"['35', 'м²']",['Рядом'],,,['Частная'],1.0,1.0,['Да'],1.0,1.0,1.0,"['Садовый', '2-й', 'пер.']","['11', 'м']","['10', 'м']",1.0,['Есть'],,"['Отделка', 'деревом']",,1.0,,,,['Да'],,,,
0,3291717,['Дача'],"['5.11', 'соток']","['45.2', 'м²']","['45.2', 'м²']",['2'],['1997'],,,['Металло-черепица'],['Печное'],,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['240179', 'от', '08.04.2024']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Восход']",['1'],,"['52.06918,', '23.801977']",71 610 р.,"['8.7', 'м²']",,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3075276,['Дача'],"['6', 'соток']","['54', 'м²']","['36', 'м²']",,['1992'],['100'],['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Могилевская', 'область']","['Могилевский', 'район']","['д.', 'Гуслище']",,"['Вендорожский', 'с/с']","['53.797433,', '30.13201']",31 248 р.,"['18', 'м²']",['Есть'],['Есть'],,['Частная'],,1.0,['Да'],1.0,1.0,1.0,,,,1.0,['Есть'],,,,,,1.0,,,,,,
0,3297966,['Дача'],"['6.32', 'соток']","['48', 'м²']",,['2'],['1999'],['100'],['Дерево'],['Металл'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['1018/1', 'от', '02.04.2024']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Быкачено']",,"['Драчковский', 'с/с']","['53.88843,', '27.977571']",74 865 р.,,['Нет'],['Есть'],,['Частная'],,,,,,,,,,,,"['Могилёвское,', '25', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3296656,['Дача'],"['6.6', 'соток']",,,,,,,,,,,,,"['Чистая', 'продажа']","['473', 'от', '02.04.2024']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'ПРОТОН']",,"['Негорельский', 'с/с']","['53.641929,', '27.111937']",69 983 р.,,,,,['Частная'],1.0,,['Да'],1.0,,1.0,,,,1.0,,,,,,,,,,,,,
0,3254932,['Дача'],"['6', 'соток']","['33.5', 'м²']",,['1'],['2010'],,['Дерево'],,,,,['Скважина'],,,"['98/6', 'от', '14.02.2024']","['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Красная', 'гвоздика', 'д.Гривки']",,"['Квасовский', 'с/с']","['53.535013,', '23.903419']",27 668 р.,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0,3213580,['Дача'],"['6.24', 'соток']","['66.5', 'м²']",,['1'],['2013'],,"['Блок', 'газосиликатный']",['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['1170/1', 'от', '26.04.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Лесная', 'поляна', 'ОСВОД']",,,"['52.038213,', '23.904857']",94 395 р.,,,,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3101984,['Дача'],"['9.61', 'соток']","['63', 'м²']","['47.6', 'м²']",['2'],['1990'],['100'],['Кирпичный'],['Шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['2427/2', 'от', '01.08.2023']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Авиатор']",,"['Папернянский', 'с/с']","['53.982242,', '27.494583']",146 475 р.,"['4.3', 'м²']",['Рядом'],,,['Частная'],,,['Да'],,,,,"['6.43', 'м']","['7.69', 'м']",,,"['Мядельское,', '6', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3298792,['Дача'],"['5', 'соток']","['50', 'м²']","['42', 'м²']",['2'],['1990'],['100'],['Кирпичный'],['Ондулин'],['Электрическое'],['Местная'],['Есть'],['Скважина'],,,"['73/5', 'от', '29.02.2024']","['Минская', 'область']","['Солигорский', 'район']","['с/т', 'Дружба']",,"['Старобинский', 'с/с']","['52.719542,', '27.385081']",107 415 р.,"['5.8', 'м²']",,,,,,,,1.0,,,,,,,,,,['Да'],,,,,,,,,
0,3291463,['Дача'],"['8.26', 'соток']",,,,,,,,,,['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Пуховичский', 'район']","['Блужский', 'с/с']",,"['Блужский', 'с/с']","['53.40749,', '28.262957']",15 950 р.,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,1.0,
0,3156539,['Дача'],"['5.99', 'соток']","['34.7', 'м²']","['19.5', 'м²']",['1'],['1975'],['100'],"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['220В'],['Сезонная'],,"['Чистая', 'продажа']","['146/1', 'от', '03.10.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Волна-1']",,"['Заболотский', 'с/с']","['53.983755,', '27.891781']",45 245 р.,"['8.9', 'м²']",['Нет'],,,['Частная'],1.0,,,1.0,,,,"['6.56', 'м']","['6.69', 'м']",,['Есть'],"['Московское,', '41', 'км', 'от', 'МКАД']",,['Да'],,,,,,,,,
0,3109776,['Дача'],"['6', 'соток']","['90', 'м²']",,['1'],['2000'],,,['Шифер'],['Печное'],,['220В'],['Скважина'],,"['Чистая', 'продажа']","['630077', 'от', '10.08.2023']","['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Лесовод-Чеховщина']",['78'],,"['53.616261,', '23.764059']",139 962 р.,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3147185,['Дача'],"['5', 'соток']",,,,,,['Сборно-щитовой'],['Шифер'],['Нет'],"['С/у', 'на', 'улице']",['Есть'],['Колодец'],,"['Чистая', 'продажа']",,"['Гродненская', 'область']","['Гродненский', 'район']","['с/т', 'Меридиан']",['25'],"['Подлабенский', 'с/с']","['53.645624,', '23.686401']",27 668 р.,,['Нет'],,,['Частная'],,1.0,,1.0,,,,,,,,,,,,,1.0,,,,,,
0,3019564,['Дача'],"['10', 'соток']","['76', 'м²']","['45', 'м²']",,['1993'],['100'],['Блочный'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Дзержинский', 'район']","['Дзержинский', 'с/с']",['73'],"['Дзержинский', 'с/с']","['53.596161,', '27.135579']",47 198 р.,"['8', 'м²']",,,['Есть'],['Частная'],1.0,,,1.0,,1.0,,,,,['Есть'],,,,,,,,,,,,
0,3296451,['Дача'],"['10', 'соток']","['36.1', 'м²']","['30', 'м²']",['1'],['1997'],['100'],['Кирпичный'],,['Печное'],['Местная'],['Есть'],['Нет'],,,"['601/1', 'от', '30.03.2021']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'КРУТАЯ', 'ГОРА']",,"['Демидовичский', 'с/с']","['53.848388,', '27.246612']",55 010 р.,"['6', 'м²']",,['Есть'],['Есть'],,1.0,,,1.0,,1.0,,,,,,"['Раковское,', '19.7', 'км', 'от', 'МКАД']",,,,,1.0,,,,,,
0,3299576,['Дача'],"['6', 'соток']","['69', 'м²']",,,,,"['Брус', 'профилированный']",['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Холодная'],['Есть'],"['Чистая', 'продажа']",,"['Минская', 'область']","['Минский', 'район']","['с/т', 'Сябры-2002']",,"['Острошицко-Городокский', 'с/с']","['54.071919,', '27.674875']",84 630 р.,,['Рядом'],,['Есть'],['Частная'],1.0,1.0,,1.0,1.0,1.0,,,,,['Есть'],"['Логойское,', '17', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",['Да'],1.0,,,,,,,,
0,3041443,['Дача'],"['15', 'соток']","['75', 'м²']","['50', 'м²']",['3'],['1995'],,['Дерево'],['Жесть'],['Нет'],['Нет'],['380В'],['Скважина'],,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Городокский', 'район']","['д.', 'Мариамполь']",,"['Вайханский', 'с/с']","['55.39446,', '30.036012']",40 688 р.,,['Нет'],['Есть'],,"['Пожизненноe', 'наследуемое', 'владение']",1.0,,,,1.0,,,,,1.0,['Есть'],,,,,,,,,,,1.0,
0,3078992,['Дача'],"['9', 'соток']",,,,,,,,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['999/1', 'от', '27.06.2023']","['Минская', 'область']","['Дзержинский', 'район']","['с/т', 'ТЕХНОЛОГ']",['45'],"['Негорельский', 'с/с']","['53.525212,', '27.031947']",22 785 р.,,,,,,1.0,1.0,,1.0,,1.0,,,,,,"['Брестское,', '48', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3090798,['Дача'],"['4.48', 'сотки']","['21.4', 'м²']",,['1'],['1990'],,['Кирпичный'],['Шифер'],['Печное'],,['Есть'],['Колодец'],,"['Чистая', 'продажа']","['2220/1', 'от', '18.07.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Флора', 'филиала', '№', '100', 'Брестского', 'областного', 'управлен']",,,"['52.066688,', '23.79465']",35 480 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3095089,['Дача'],"['10', 'соток']",,,['1'],,,['Блочный'],,,['Нет'],['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Пуховичский', 'район']","['с/т', 'Озерное', 'ТЭЦ', '5']",,"['Руденский', 'с/с']","['53.623953,', '27.921349']",17 903 р.,,,,,['Частная'],,,['Да'],1.0,,1.0,,"['2', 'м']","['4', 'м']",,,,,,,,,,,,,,
0,3085744,['Дача'],"['5', 'соток']","['67', 'м²']","['45', 'м²']",,,['100'],"['Блок', 'газосиликатный']",,['Печное'],,['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Гомельский', 'район']","['д.', 'Грабовка']",,"['Грабовский', 'с/с']","['52.171028,', '31.112921']",16 275 р.,"['9', 'м²']",,,['Есть'],['Частная'],1.0,1.0,['Да'],1.0,1.0,,,,,1.0,['Есть'],,,,,,,,,,,,
0,3081512,['Дача'],"['6', 'соток']","['35', 'м²']","['25', 'м²']",['2'],['1980'],['85'],['Дерево'],['Шифер'],['Нет'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Оршанский', 'район']","['г.', 'Орша']",,,"['54.538938,', '30.532765']",16 275 р.,"['5', 'м²']",['Нет'],,,['Частная'],,,['Да'],1.0,,1.0,"['Оршичная', 'ул.']",,,,['Есть'],,"['Отделка', 'деревом']",,,,,,,,,,
0,3032320,['Дача'],"['5.77', 'соток']","['30', 'м²']","['18', 'м²']",['2'],,,['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['220В'],['Колодец'],,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Витебский', 'район']","['г.', 'Витебск']",,,"['55.257188,', '30.120036']",32 547 р.,"['11.5', 'м²']",,['Есть'],['Есть'],"['Пожизненноe', 'наследуемое', 'владение']",1.0,1.0,['Да'],1.0,1.0,1.0,"['Речная', 'ул.']","['6', 'м']","['6', 'м']",1.0,,,,,,"['Первомайский', 'район']",1.0,,,,,,
