,index,Тип объекта,Площадь участка,Площадь общая,Площадь жилая,Уровней в доме,Год постройки,Процент готовности,Материал стен,Материал крыши,Отопление,Канализация,Электроснабжение,Вода,Телефон,Условия продажи,Номер договора,Область,Район,Населенный пункт,Номер дома,Сельсовет,Координаты,Цена,Площадь кухни,Газ,Баня,Гараж,Статус земли,Сад,Хозпостройки,Возможен торг,Рядом лес,Водоем,Ландшафтный дизайн,Улица,Ширина застройки,Длина застройки,Теплица,Мебель,Направление,Ремонт,Камин,Строительные материалы,Район города,Беседка,Микрорайон,Новостройка,Бассейн,Элитный коттедж,Пруд на участке,Аукцион
0,3285372,['Дача'],"['11', 'соток']","['50', 'м²']","['27', 'м²']",['2'],['1993'],['100'],['Дерево'],['Шифер'],,['Нет'],['Есть'],['Колодец'],,,"['574/2', 'от', '25.10.2023']","['Минская', 'область']","['Борисовский', 'район']","['д.', 'Лещины']",,"['Пригородный', 'с/с']","['54.29252,', '28.363703']",52 080 р.,"['10.6', 'м²']",,['Есть'],['Есть'],,,,,1.0,1.0,,"['Береговая', 'ул.']",,,,,,,,,,,,,,,,
0,2886107,['Дача'],"['5.93', 'соток']","['127.65', 'м²']","['65.55', 'м²']",['2'],['1987'],,"['Блок', 'газосиликатный']",,['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']",['6648'],"['Брестская', 'область']","['Брестский', 'район']","['Мухавецкий', 'с/с']",,"['Мухавецкий', 'с/с']","['52.063449,', '23.799382']",149 730 р.,"['17.3', 'м²']",['Рядом'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3298473,['Дача'],"['11.47', 'соток']","['76.6', 'м²']","['40.4', 'м²']",['3'],['2008'],['100'],"['Дерево,', 'обложено', 'кирпичом']",['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['220В'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Червенский', 'район']","['с/т', 'Криница-Кривополье']",['2'],"['Валевачский', 'с/с']","['53.753888,', '28.219434']",48 500 р.,"['4.4', 'м²']",,,,['Частная'],,,['Да'],,,,['Полевая'],,,,,,,,,,,,,,,,
0,3015708,['Дача'],"['5.27', 'соток']","['30', 'м²']","['25', 'м²']",['1'],['2016'],['100'],"['Каркасный', 'деревянный']",['Металло-черепица'],['Электрическое'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['226/2', 'от', '12.04.2023']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'ЛЕНОК-89']",,"['Олехновичский', 'с/с']","['54.07702,', '27.138228']",38 084 р.,"['5', 'м²']",,,,['Частная'],1.0,1.0,,1.0,,1.0,,,,1.0,,"['Молодечненское,', '32', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,1.0,,,,['Да'],,,,
0,3045652,['Дача'],"['10', 'соток']","['42', 'м²']","['42', 'м²']",['1'],['2019'],['50'],['Сборно-щитовой'],,['Нет'],"['С/у', 'на', 'улице']",['Рядом'],['Нет'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Логойский', 'район']","['д.', 'Задроздье']",,"['Крайский', 'с/с']","['54.557103,', '27.550493']",2 279 р.,,,,,['Частная'],,,['Да'],1.0,1.0,1.0,,,,,,,"['Не', 'достроен']",,,,,,,,,,
0,3237306,['Дача'],"['12', 'соток']","['40', 'м²']","['23', 'м²']",['2'],['1998'],,['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,,"['22/4', 'от', '24.01.2024']","['Витебская', 'область']","['Витебский', 'район']","['с/т', 'Лесная', 'полянка']",,"['Вороновский', 'с/с']","['55.118205,', '30.492603']",42 315 р.,"['9', 'м²']",,['Есть'],['Есть'],,,,,,,1.0,,,,1.0,,,,,,,,,,,,,
0,3157585,['Дача'],"['6.66', 'соток']","['29.7', 'м²']","['18', 'м²']",['1'],['1993'],,"['Дерево,', 'обложено', 'кирпичом']",,['Печное'],['Нет'],,['Скважина'],,"['Чистая', 'продажа']",['7456'],"['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Каменица-Жировецкая']",,"['Мухавецкий', 'с/с']","['52.065339,', '23.818765']",79 748 р.,"['7.3', 'м²']",['Есть'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3267147,['Дача'],"['5.92', 'соток']","['77', 'м²']",,,['2015'],['100'],['Дерево'],,['Печное'],,['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['348/2', 'от', '20.02.2024']","['Минская', 'область']","['Минский', 'район']","['с/т', 'Дубенцы']",,"['Хатежинский', 'с/с']","['53.85312,', '27.259413']",71 285 р.,,,,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3148057,['Дача'],"['5.93', 'соток']","['47.2', 'м²']",,['1'],['1998'],,"['Блок', 'газосиликатный']",['Шифер'],['Печное'],['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['3012/1', 'от', '22.09.2023']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Химик-80']",,,"['52.130158,', '23.819192']",65 100 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3077742,['Дача'],"['7.3', 'соток']","['70.8', 'м²']","['33.7', 'м²']",['2'],,,['Кирпичный'],['Шифер'],['Печное'],,['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['220454', 'от', '30.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['г.', 'Брест']",['631'],,"['52.044135,', '23.735053']",100 905 р.,"['7.4', 'м²']",['Рядом'],,,['Частная'],,,,,,,"['Тихая', 'ул.']",,,,,,,,,"['Московский', 'район']",,,,,,,
0,3117750,['Дача'],,,,['1'],,['75'],['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Калинковичский', 'район']","['д.', 'Бобровичи']",['24'],,"['52.297073,', '29.359234']",,,['Нет'],,,['Частная'],1.0,1.0,,1.0,,,"['Советская', 'ул.']",,,,,,,,,,,,,,,,
0,3292154,['Дача'],"['4.6', 'соток']","['91.7', 'м²']","['72', 'м²']",,,,['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']",,"['Минская', 'область']","['Воложинский', 'район']","['с/т', 'Здоровье-дуб']",['135'],"['Раковский', 'с/с']","['54.070814,', '27.179403']",34 178 р.,,['Есть'],,,['Частная'],1.0,1.0,['Да'],1.0,,1.0,,,,,['Есть'],"['Молодечненское,', '27', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,,,,,,,,,
0,3135541,['Дача'],"['4.6', 'соток']","['43.9', 'м²']","['31.8', 'м²']",['2'],['1993'],['100'],['Сборно-щитовой'],['Шифер'],['Нет'],"['С/у', 'на', 'улице']",['Есть'],['Колодец'],,"['Чистая', 'продажа']","['79/12', 'от', '08.09.2023']","['Минская', 'область']","['Молодечненский', 'район']","['с/т', 'КРИСТАЛЛ-2001']",,"['Мясотский', 'с/с']","['54.38481,', '26.910984']",33 852 р.,"['7.3', 'м²']",,,,['Частная'],,1.0,['Да'],,,,,"['6.26', 'м']","['5.63', 'м']",,,,,,,,,,,,,,
0,3275114,['Дача'],"['12.35', 'соток']","['41.7', 'м²']",,['1'],['2023'],,['Сруб'],,,,['Есть'],['Скважина'],,,"['92', 'от', '26.02.2024']","['Витебская', 'область']","['Оршанский', 'район']","['Бабиничский', 'с/с']",,"['Бабиничский', 'с/с']","['54.46148,', '30.37478']",35 805 р.,,,,,,1.0,1.0,['Да'],1.0,1.0,1.0,,,,,,,"['Отделка', 'деревом']",,1.0,,1.0,,,,,,
0,2920565,['Дача'],"['7.11', 'соток']","['422', 'м²']",,['1'],['2018'],,"['Блок', 'газосиликатный']",,,,['Есть'],['Скважина'],,"['Чистая', 'продажа']","['3317/1', 'от', '12.11.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Березовая', 'роща', '395']",,,"['52.073128,', '23.820656']",234 360 р.,,['Рядом'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3283190,['Дача'],"['4.33', 'сотки']","['62', 'м²']",,['1'],['2023'],,['Блочный'],['Металло-черепица'],,['Местная'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['182/9', 'от', '14.03.2024']","['Брестская', 'область']","['Брестский', 'район']","['Мухавецкий', 'с/с']",,"['Мухавецкий', 'с/с']","['52.031591,', '23.834101']",113 925 р.,,['Есть'],,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,3046859,['Дача'],"['5', 'соток']",,,['2'],['1992'],,['Кирпичный'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['41/6', 'от', '18.05.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Факел-1988']",['131'],"['Озерицко-Слободской', 'с/с']","['54.070971,', '27.811078']",64 775 р.,,['Рядом'],['Есть'],,['Частная'],,1.0,['Да'],,1.0,1.0,,,,,,"['Логойское,', '22', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,,,,,,,,,
0,2916179,['Дача'],"['5.33', 'соток']","['65.6', 'м²']","['47', 'м²']",['1'],['2013'],,"['Блок', 'газосиликатный']",['Металло-черепица'],"['На', 'газу']",['Местная'],['Есть'],['Скважина'],,['Обмен'],"['3479/1', 'от', '26.11.2022']","['Брестская', 'область']","['Брестский', 'район']","['с/т', 'Суница-80']",,,"['52.135576,', '23.799385']",165 029 р.,"['7.4', 'м²']",['Есть'],,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3029670,['Дача'],"['25', 'соток']","['35', 'м²']",,,['1970'],,,,['Печное'],,['Есть'],['Колодец'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Клецкий', 'район']","['д.', 'Тетеревец']",,"['Морочский', 'с/с']","['52.974107,', '26.887295']",9 765 р.,"['4', 'м²']",,,,['Частная'],1.0,1.0,,1.0,1.0,1.0,"['Советская', 'ул.']",,,,['Есть'],,,,,,,,,,,,
0,3002165,['Дача'],"['6', 'соток']","['35', 'м²']","['20', 'м²']",['2'],['1989'],['100'],['Дерево'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['Есть'],['Скважина'],,"['Чистая', 'продажа']","['109/1', 'от', '14.03.2023']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Изобилие']",['105'],"['Жодинский', 'с/с']","['54.126285,', '28.272299']",31 574 р.,"['9.4', 'м²']",['Нет'],,,"['Пожизненноe', 'наследуемое', 'владение']",,1.0,,1.0,1.0,1.0,,"['6.3', 'м']","['5.5', 'м']",,['Есть'],"['Московское,', '49', 'км', 'от', 'МКАД']","['Отделка', 'деревом']",,,,,,,,,,
0,3178479,['Дача'],"['30', 'соток']",,,,,,,,,,,,,"['Чистая', 'продажа']",,"['Гродненская', 'область']","['Ивьевский', 'район']","['д.', 'Каменчане']",,"['Липнишковский', 'с/с']","['54.028,', '25.681698']",,,,,,['Частная'],,,['Да'],,,,,,,,,,,,,,,,,,,,
0,3098462,['Дача'],"['8', 'соток']","['47.3', 'м²']",,['1'],,,"['Блок', 'газосиликатный']",['Металл'],,,['Есть'],,,"['Чистая', 'продажа']",,"['Гомельская', 'область']","['Речицкий', 'район']","['с/т', 'Строитель', 'ПМК', '111']",['74'],"['Борщёвский', 'с/с']","['52.377129,', '30.465332']",9 765 р.,,,,,['Частная'],,,,1.0,1.0,,,,,,,,,,,,,,,,,,
0,3290355,['Дача'],"['5.04', 'соток']","['91', 'м²']",,['2'],['2004'],['100'],['Сруб'],['Шифер'],['Печное'],['Местная'],['Есть'],['Сезонная'],,"['Чистая', 'продажа']","['807/1', 'от', '23.04.2024']","['Минская', 'область']","['Смолевичский', 'район']","['с/т', 'Солнечное-08']",,"['Заболотский', 'с/с']","['53.999028,', '27.988378']",129 875 р.,,,,,['Частная'],,,,1.0,1.0,,,,,,,"['Московское,', '29', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3169057,['Дача'],"['12', 'соток']","['49', 'м²']",,,['1999'],,['Кирпичный'],['Шифер'],['Печное'],"['С/у', 'на', 'улице']",['220В'],['Сезонная'],,"['Чистая', 'продажа']",,"['Минская', 'область']","['Пуховичский', 'район']","['д.', 'Угодино']",,"['Блужский', 'с/с']","['53.400555,', '28.215541']",32 547 р.,,['Нет'],,,['Частная'],,,['Да'],1.0,,,,,,1.0,,,,,,,,,,,,,
0,3219556,['Дача'],"['5.68', 'соток']","['107.5', 'м²']","['75', 'м²']",['2'],['2007'],['100'],['Кирпичный'],['Шифер'],,['Местная'],['Есть'],"['Центральный', 'водопровод']",,"['Чистая', 'продажа']","['3994/2', 'от', '28.12.2023']","['Минская', 'область']","['Минский', 'район']","['д.', 'Дубенцы']",,"['Хатежинский', 'с/с']","['53.856789,', '27.280101']",130 200 р.,"['10', 'м²']",,,,['Частная'],,,,,,,,,,,,"['Раковское,', '10.5', 'км', 'от', 'МКАД']",,,,,,,,,,,
0,3244103,['Дача'],"['3', 'сотки']","['36.3', 'м²']","['36.3', 'м²']",['2'],['2017'],['100'],"['Облицовочный', 'кирпич']",['Шифер'],,,['Есть'],['Колодец'],,"['Чистая', 'продажа']",,"['Брестская', 'область']","['Кобринский', 'район']","['д.', 'Залесье']",,"['Залесский', 'с/с']","['52.205655,', '24.514693']",16 601 р.,,,,,['Частная'],1.0,,['Да'],1.0,,1.0,,,,,['Есть'],,"['Отделка', 'деревом']",,,,,,,,,,
0,3203110,['Дача'],"['18.9', 'соток']","['242', 'м²']","['120', 'м²']",,['2023'],['95'],['Дерево'],['Металло-черепица'],,,['220В'],,,"['Чистая', 'продажа']",,"['Витебская', 'область']","['Чашникский', 'район']","['г.', 'Новолукомль']",,,"['54.656469,', '29.040494']",,,,['Есть'],,"['Пожизненноe', 'наследуемое', 'владение']",,1.0,['Да'],1.0,1.0,1.0,,,,,,,"['Евроотделка,', 'отделка', 'деревом']",,,,1.0,,,,1.0,,
0,3271333,['Дача'],"['6', 'соток']",,,,,,['Кирпичный'],,,,,,,"['Чистая', 'продажа']","['187/1', 'от', '05.12.2023']","['Могилевская', 'область']","['Бобруйский', 'район']","['с/т', 'Электрон']",,"['Химовский', 'с/с']","['53.147774,', '29.367193']",12 695 р.,,,,,['Частная'],,,,,,,,,,,,,,,,,,,,,,,
0,2998202,['Дача'],"['17', 'соток']","['121.2', 'м²']",,['2'],['2022'],['95'],"['Брус', 'профилированный']",,,['Есть'],['Есть'],['Скважина'],,"['Чистая', 'продажа']","['13/2', 'от', '17.02.2023']","['Минская', 'область']","['Логойский', 'район']","['с/т', 'МАЛИНОВКА-2001']",,"['Острошицкий', 'с/с']","['54.178575,', '27.805337']",406 875 р.,,['Рядом'],,,['Частная'],,1.0,,1.0,1.0,1.0,,,,1.0,['Есть'],"['Логойское,', '31', 'км', 'от', 'МКАД']",,,,,1.0,,['Да'],,1.0,,
